zindex,name,latitude,url,longitude,id
,Sauganash Woods,41.980776,http://www.zillow.com/local-info/IL-Chicago/Sauganash-Woods/r_403272/,-87.736846,403272
,Ravenswood Gardens,41.963488,http://www.zillow.com/local-info/IL-Chicago/Ravenswood-Gardens/r_403261/,-87.694532,403261
132400,LeClaire Courts,41.813214,http://www.zillow.com/local-info/IL-Chicago/LeClaire-Courts/r_403334/,-87.74813,403334
121000,Pill Hill,41.726675,http://www.zillow.com/local-info/IL-Chicago/Pill-Hill/r_403363/,-87.575472,403363
,South Old Irving Park,41.943688,http://www.zillow.com/local-info/IL-Chicago/South-Old-Irving-Park/r_403316/,-87.731297,403316
,Tally's Corner,41.709658,http://www.zillow.com/local-info/IL-Chicago/Tally's-Corner/r_403370/,-87.716,403370
,South Commons,41.842015,http://www.zillow.com/local-info/IL-Chicago/South-Commons/r_403345/,-87.620545,403345
,Chrysler Village,41.776432,http://www.zillow.com/local-info/IL-Chicago/Chrysler-Village/r_403336/,-87.751809,403336
133000,Parkview,41.738929,http://www.zillow.com/local-info/IL-Chicago/Parkview/r_403365/,-87.716773,403365
103700,Pullman,41.688436,http://www.zillow.com/local-info/IL-Chicago/Pullman/r_140024/,-87.605376,140024
,Peterson Park,41.987281,http://www.zillow.com/local-info/IL-Chicago/Peterson-Park/r_403256/,-87.704213,403256
,Ford City,41.760521,http://www.zillow.com/local-info/IL-Chicago/Ford-City/r_403338/,-87.732057,403338
,London Towne,41.711582,http://www.zillow.com/local-info/IL-Chicago/London-Towne/r_403382/,-87.60046,403382
205000,Beverly Woods,41.680882,http://www.zillow.com/local-info/IL-Chicago/Beverly-Woods/r_403372/,-87.683526,403372
251600,Greektown,41.878769,http://www.zillow.com/local-info/IL-Chicago/Greektown/r_403320/,-87.646994,403320
326200,Forest Glen,41.979441,http://www.zillow.com/local-info/IL-Chicago/Forest-Glen/r_269580/,-87.752106,269580
,Sleepy Hollow,41.813959,http://www.zillow.com/local-info/IL-Chicago/Sleepy-Hollow/r_403335/,-87.74084,403335
,The Island,41.868277,http://www.zillow.com/local-info/IL-Chicago/The-Island/r_403326/,-87.769192,403326
489000,Edgewater Glen,41.992594,http://www.zillow.com/local-info/IL-Chicago/Edgewater-Glen/r_403258/,-87.662781,403258
,Golden Gate,41.654354,http://www.zillow.com/local-info/IL-Chicago/Golden-Gate/r_403380/,-87.60853,403380
,Marycrest,41.736956,http://www.zillow.com/local-info/IL-Chicago/Marycrest/r_403366/,-87.707007,403366
,Winneconna Parkway,41.752457,http://www.zillow.com/local-info/IL-Chicago/Winneconna-Parkway/r_403364/,-87.636957,403364
,Wolf Lake,41.670442,http://www.zillow.com/local-info/IL-Chicago/Wolf-Lake/r_403387/,-87.532364,403387
,Stateway Gardens,41.827314,http://www.zillow.com/local-info/IL-Chicago/Stateway-Gardens/r_403347/,-87.628635,403347
,Lithuanian Plaza,41.767245,http://www.zillow.com/local-info/IL-Chicago/Lithuanian-Plaza/r_403339/,-87.688146,403339
,Heart of Italy,41.84846,http://www.zillow.com/local-info/IL-Chicago/Heart-of-Italy/r_403329/,-87.684306,403329
,Old Edgebrook,41.994321,http://www.zillow.com/local-info/IL-Chicago/Old-Edgebrook/r_403274/,-87.767974,403274
,Powder Horn Lake,41.64809,http://www.zillow.com/local-info/IL-Chicago/Powder-Horn-Lake/r_403389/,-87.532384,403389
,The Villa,41.949058,http://www.zillow.com/local-info/IL-Chicago/The-Villa/r_403289/,-87.722908,403289
,Beverly View,41.747295,http://www.zillow.com/local-info/IL-Chicago/Beverly-View/r_403368/,-87.680385,403368
,Eden Green,41.654662,http://www.zillow.com/local-info/IL-Chicago/Eden-Green/r_403381/,-87.615961,403381
,Mount Greenwood Heights,41.686338,http://www.zillow.com/local-info/IL-Chicago/Mount-Greenwood-Heights/r_403369/,-87.715212,403369
,Parkway Gardens,41.777471,http://www.zillow.com/local-info/IL-Chicago/Parkway-Gardens/r_403355/,-87.617148,403355
244800,Cabrini Green,41.905888,http://www.zillow.com/local-info/IL-Chicago/Cabrini-Green/r_403302/,-87.6457,403302
294800,Schorsch Forest View,41.962954,http://www.zillow.com/local-info/IL-Chicago/Schorsch-Forest-View/r_403280/,-87.841711,403280
,Chicago Midway Airport,41.785527,http://www.zillow.com/local-info/IL-Chicago/Chicago-Midway-Airport/r_403332/,-87.749876,403332
,Riverdale,41.6473,http://www.zillow.com/local-info/IL-Chicago/Riverdale/r_275192/,-87.616257,275192
,Groveland Park,41.83295,http://www.zillow.com/local-info/IL-Chicago/Groveland-Park/r_403348/,-87.607245,403348
,Harbour Point Estates,41.653029,http://www.zillow.com/local-info/IL-Chicago/Harbour-Point-Estates/r_403385/,-87.529862,403385
,Brynford Park,41.983747,http://www.zillow.com/local-info/IL-Chicago/Brynford-Park/r_403270/,-87.730194,403270
,Trumbull Park,41.701337,http://www.zillow.com/local-info/IL-Chicago/Trumbull-Park/r_403384/,-87.564526,403384
,Lawndale,41.860834,http://www.zillow.com/local-info/IL-Chicago/Lawndale/r_786293/,-87.72741,786293
